export,r_source_file,r_args,python_signature,implemented,python_test_reference,r_test_reference,rd_reference,vignette_reference
screen_gazepoint_eda_nonresponders,eda-nonresponders.R,"x, group_cols = NULL, response_col = ""response_flag"", amplitude_col = ""scr_amplitude"", min_events = 1, min_response_events = 1, min_response_rate = 0.05, min_detected_peaks = 1","(x, group_cols=None, response_col='response_flag', amplitude_col='scr_amplitude', min_events=1, min_response_events=1, min_response_rate=0.05, min_detected_peaks=1)",True,True,True,True,True
segment_gazepoint_pyhrv_nni,pyhrv-style.R,"nni_ms, segment_seconds = 300, overlap = 0, min_intervals = 3L","(nni_ms, segment_seconds=300, overlap=0, min_intervals=3)",True,True,True,True,False
session_info_gazepoint,mne-eeg-lsl-interoperability.R,"packages = NULL, include_loaded = TRUE, timestamp = Sys.time()","(packages=None, include_loaded=True, timestamp=None)",True,True,True,True,True
simulate_gazepoint_artifact,reproducibility-simulation.R,"data, signal_cols, artifact = c(""missing_run"", ""flatline"", ""spike""), n_artifacts = 1, artifact_length = 5, magnitude = NULL, seed = NULL, suffix = ""_artifact"", overwrite = FALSE","(data, signal_cols, artifact=('missing_run', 'flatline', 'spike'), n_artifacts=1, artifact_length=5, magnitude=None, seed=None, suffix='_artifact', overwrite=False)",True,True,True,True,True
simulate_gazepoint_biometrics,simulation-and-chunking.R,"n_seconds = 120, sampling_rate = 60, participant_id = ""sim_p1"", scr_onsets = NULL, scr_rate_per_min = 4, pulse_rate_bpm = 72, respiration_rate_bpm = 15, eda_noise_sd = 0.01, ppg_noise_sd = 0.02, include_ttl = TRUE, seed = NULL","(n_seconds=120, sampling_rate=60, participant_id='sim_p1', scr_onsets=None, scr_rate_per_min=4, pulse_rate_bpm=72, respiration_rate_bpm=15, eda_noise_sd=0.01, ppg_noise_sd=0.02, include_ttl=True, seed=None)",True,True,True,True,True
simulate_gazepoint_cluster_timecourse_data,cluster-permutation-diagnostics.R,"n_subjects = 12L, n_time = 60L, conditions = c(""A"", ""B""), effect_start = 25, effect_end = 38, effect_size = 0.6, noise_sd = 0.4, subject_sd = 0.25, time_start = 1, time_step = 1, effect_condition = ""B"", seed = NULL","(n_subjects=12, n_time=60, conditions=('A', 'B'), effect_start=25, effect_end=38, effect_size=0.6, noise_sd=0.4, subject_sd=0.25, time_start=1, time_step=1, effect_condition='B', seed=None)",True,True,True,True,True
simulate_gazepoint_eye_data,simulate-gazepoint-eye-data.R,params = list(),(params=None),True,True,True,True,True
simulate_gazepoint_multimodal_data,roadmap-exact-backlog-helpers.R,"n = NULL, duration_s = 20, sampling_rate_hz = 50, seed = 1, participant = ""P01"", n_trials = 4","(n=None, duration_s=20, sampling_rate_hz=50, seed=1, participant='P01', n_trials=4)",True,True,True,True,True
smooth_gazepoint_biometrics,preprocess.R,"data, value_column, window = 5L, output_column = NULL, na_rm = TRUE","(data, value_column, window=5, output_column=None, na_rm=True)",True,True,True,True,False
smooth_gazepoint_ppg_signal,heartpy-extended.R,"x, sampling_rate_hz, method = c(""mean"", ""median""), window_seconds = 0.10","(x, sampling_rate_hz, method='mean', window_seconds=0.1)",True,True,True,True,False
smooth_gazepoint_pupil,pupil-qc-reporting.R,"data, pupil_cols = NULL, id_cols = NULL, window = 5L, suffix = ""_smooth"", min_nonmissing = 1L","(data, pupil_cols=None, id_cols=None, window=5, suffix='_smooth', min_nonmissing=1)",True,True,True,True,True
split_gazepoint_sessions_pspm_style,pspm-style.R,"data, time_col = NULL, gap_seconds = NULL, session_col = ""pspm_session"", reset_time = TRUE","(data, time_col=None, gap_seconds=None, session_col='pspm_session', reset_time=True)",True,True,True,True,False
standardise_gazepoint_adaptive_ema,adaptive-ema-normalization.R,"dat, signal_col = ""GSR_US"", group_cols = NULL, time_col = NULL, alpha = 0.05, iqr_multiplier = 1.5, suffix = ""_adaptive_ema"", center_suffix = ""_ema_center"", scale_suffix = ""_ema_scale"", min_scale = 1e-8, overwrite = FALSE","(dat, signal_col='GSR_US', group_cols=None, time_col=None, alpha=0.05, iqr_multiplier=1.5, suffix='_adaptive_ema', center_suffix='_ema_center', scale_suffix='_ema_scale', min_scale=1e-08, overwrite=False)",True,True,True,True,True
standardise_gazepoint_biometric_names,schema-helpers.R,"data, style = c(""canonical"", ""snake""), rename = TRUE","(data, style='canonical', rename=True)",True,True,True,True,True
standardise_gazepoint_biometrics_within_unit,within-unit-standardization.R,"data, signal_cols = NULL, unit_cols = NULL, reference_col = NULL, reference_value = TRUE, suffix = ""_z_within"", center = TRUE, scale = TRUE, min_valid = 2, zero_sd_action = c(""NA"", ""zero""), overwrite = FALSE","(*args, **kwargs)",True,True,True,True,False
standardise_gazepoint_plot_contract,plot-contracts.R,"plot, plot_data = NULL, settings = list(), interpretation_notes = NULL, plot_type = NULL","(plot, plot_data=None, settings=None, interpretation_notes=None, plot_type=None)",True,True,True,True,False
standardise_gazepoint_range_correction,classical-standardization.R,"dat, signal_col, group_col = ""source_participant"", suffix = ""_Range_Corrected"", min_valid = 2, zero_range_action = c(""NA"", ""zero""), overwrite = FALSE","(dat, signal_col, group_col='source_participant', suffix='_Range_Corrected', min_valid=2, zero_range_action='NA', overwrite=False)",True,True,True,True,False
standardise_gazepoint_zscore,classical-standardization.R,"dat, signal_col = ""SCR_Amplitude"", group_col = ""source_participant"", suffix = ""_Z"", min_valid = 2, overwrite = FALSE","(dat, signal_col='SCR_Amplitude', group_col='source_participant', suffix='_Z', min_valid=2, overwrite=False)",True,True,True,True,False
standardize_gazepoint_adaptive_ema,,,"(*args, **kwargs)",True,True,False,True,False
standardize_gazepoint_biometrics_within_unit,within-unit-standardization.R,"data, signal_cols = NULL, unit_cols = NULL, reference_col = NULL, reference_value = TRUE, suffix = ""_z_within"", center = TRUE, scale = TRUE, min_valid = 2, zero_sd_action = c(""NA"", ""zero""), overwrite = FALSE","(data, signal_cols=None, unit_cols=None, reference_col=None, reference_value=True, suffix='_z_within', center=True, scale=True, min_valid=2, zero_sd_action='NA', overwrite=False)",True,True,True,True,False
standardize_gazepoint_column_names,roadmap-exact-backlog-helpers.R,"data, dictionary = NULL, conflict = c(""suffix"", ""error"", ""keep""), ignore_case = TRUE","(data, dictionary=None, conflict='suffix', ignore_case=True)",True,True,True,True,True
standardize_gazepoint_columns,roadmap-compatibility-aliases.R,"data, ...","(data, **kwargs)",True,True,True,True,False
standardize_gazepoint_plot_contracts,compatibility-aliases.R,"plot, plot_data = NULL, settings = list(), interpretation_notes = NULL, plot_type = NULL","(plot, plot_data=None, settings=None, interpretation_notes=None, plot_type=None)",True,True,True,True,False
standardize_gazepoint_range_correction,classical-standardization.R,"dat, signal_col, group_col = ""source_participant"", suffix = ""_Range_Corrected"", min_valid = 2, zero_range_action = c(""NA"", ""zero""), overwrite = FALSE","(*args, **kwargs)",True,True,False,True,False
standardize_gazepoint_zscore,classical-standardization.R,"dat, signal_col = ""SCR_Amplitude"", group_col = ""source_participant"", suffix = ""_Z"", min_valid = 2, overwrite = FALSE","(*args, **kwargs)",True,True,False,True,False
summarise_gazepoint_aoi_biometrics,aoi-biometrics.R,"data, aoi_col = ""AOI"", signal_cols = NULL, group_cols = NULL, time_col = NULL, valid_aoi_values = NULL, drop_missing_aoi = TRUE, min_rows = 1","(data, aoi_col='AOI', signal_cols=None, group_cols=None, time_col=None, valid_aoi_values=None, drop_missing_aoi=True, min_rows=1)",True,True,True,True,True
summarise_gazepoint_biometric_validity,validity-dropouts.R,"data, signal_cols = NULL, validity_cols = NULL, group_cols = NULL, active_min_unique = 2L","(data, signal_cols=None, validity_cols=None, group_cols=None, active_min_unique=2)",True,True,True,True,False
summarise_gazepoint_biometrics_feature_inventory,feature-inventory-format.R,formatted_inventory = NULL,(formatted_inventory=None),True,True,True,True,True
summarise_gazepoint_biometrics_workflow,workflow.R,workflow,(workflow),True,True,True,True,True
summarise_gazepoint_decision_log,analysis-decision-log.R,log,(log),True,True,True,True,True
summarise_gazepoint_dial_windows,compatibility-wrappers.R,"data, ..., dial_col = NULL","(data, *args, dial_col=None, **kwargs)",True,True,True,True,False
summarise_gazepoint_engagement_windows,windows.R,"data, group_columns = NULL, value_column = ""DIAL"", validity_column = ""DIALV"", exclude_zero = FALSE","(data, group_columns=None, value_column='DIAL', validity_column='DIALV', exclude_zero=False)",True,True,True,True,False
summarise_gazepoint_fixations_by_aoi,roadmap-final-gaps.R,"fixations, aoi_col = NULL, participant_col = NULL, trial_col = NULL, group_cols = NULL, start_col = NULL, end_col = NULL, duration_col = NULL, event_onset_col = NULL, time_unit = c(""auto"", ""seconds"", ""milliseconds"", ""samples""), duration_unit = c(""auto"", ""seconds"", ""milliseconds"", ""samples""), sampling_rate_hz = NULL, include_unassigned = FALSE, unassigned_label = ""UNASSIGNED""","(fixations, aoi_col=None, participant_col=None, trial_col=None, group_cols=None, start_col=None, end_col=None, duration_col=None, event_onset_col=None, time_unit='auto', duration_unit='auto', sampling_rate_hz=None, include_unassigned=False, unassigned_label='UNASSIGNED')",True,True,True,True,False
summarise_gazepoint_full_biometric_windows,full_windows.R,"data, group_columns, include_ibi_hrv = TRUE","(data, group_columns, include_ibi_hrv=True)",True,True,True,True,False
summarise_gazepoint_gsr_tonic_phasic,gsr-eda-helpers.R,"data, gsr_col = NULL, group_cols = NULL, time_col = NULL, window_n = 15L, peak_threshold = NULL, output_prefix = ""gsr""","(data, gsr_col=None, group_cols=None, time_col=None, window_n=15, peak_threshold=None, output_prefix='gsr')",True,True,True,True,True
summarise_gazepoint_gsr_windows,windows.R,"data, group_columns = NULL, value_column = NULL, validity_column = ""GSRV"", exclude_zero = TRUE","(data, group_columns=None, value_column=None, validity_column='GSRV', exclude_zero=True)",True,True,True,True,True
summarise_gazepoint_hr_windows,windows.R,"data, group_columns = NULL, value_column = ""HR"", validity_column = ""HRV"", exclude_zero = TRUE","(data, group_columns=None, value_column='HR', validity_column='HRV', exclude_zero=True)",True,True,True,True,True
summarise_gazepoint_hrv_features,hrv-features.R,"data, ibi_col = NULL, group_cols = NULL, time_col = NULL, ibi_unit = c(""auto"", ""seconds"", ""milliseconds""), min_ibi_ms = 300, max_ibi_ms = 2000, min_valid_ibi = 3L","(data, ibi_col=None, group_cols=None, time_col=None, ibi_unit='auto', min_ibi_ms=300, max_ibi_ms=2000, min_valid_ibi=3)",True,True,True,True,True
summarise_gazepoint_ibi_hrv_windows,hrv.R,"data, group_columns, ibi_column = ""IBI"", validity_column = ""HRV"", min_ibi = 0.3, max_ibi = 2.0","(data, group_columns, ibi_column='IBI', validity_column='HRV', min_ibi=0.3, max_ibi=2.0)",True,True,True,True,True
summarise_gazepoint_ibi_windows,ibi-helpers.R,"data, ibi_col = NULL, group_cols = NULL, time_col = NULL, unit = c(""auto"", ""milliseconds"", ""seconds""), min_ibi_ms = 300, max_ibi_ms = 2000, max_jump_ms = 500, exclude_large_jumps = TRUE, min_valid_ibi = 2L","(data, ibi_col=None, group_cols=None, time_col=None, unit='auto', min_ibi_ms=300, max_ibi_ms=2000, max_jump_ms=500, exclude_large_jumps=True, min_valid_ibi=2)",True,True,True,True,True
summarise_gazepoint_multimodal_windows,windows.R,"data, group_columns = NULL, exclude_zero = TRUE","(data, group_columns=None, exclude_zero=True)",True,True,True,True,True
summarise_gazepoint_scr_event_windows,scr-event-windows.R,"data = NULL, scr_peaks, events = NULL, time_col = NULL, event_time_col = NULL, event_id_col = NULL, event_label_col = NULL, group_cols = NULL, ttl_cols = NULL, ttl_valid_col = NULL, event_detection = c(""rising"", ""active""), analysis_window = c(0, 6), response_window = c(1, 4), amplitude_col = ""amplitude"", peak_time_col = ""peak_time"", onset_time_col = ""onset_time"", rise_time_col = ""rise_time"", recovery_time_col = ""recovery_time_after_peak"", peak_status_col = ""status"", peak_selection = c(""largest_amplitude"", ""first_peak""), collapse_simultaneous_events = FALSE","(data=None, scr_peaks=None, events=None, time_col=None, event_time_col=None, event_id_col=None, event_label_col=None, group_cols=None, ttl_cols=None, ttl_valid_col=None, event_detection='rising', analysis_window=(0, 6), response_window=(1, 4), amplitude_col='amplitude', peak_time_col='peak_time', onset_time_col='onset_time', rise_time_col='rise_time', recovery_time_col='recovery_time_after_peak', peak_status_col='status', peak_selection='largest_amplitude', collapse_simultaneous_events=False)",True,True,True,True,True
summarize_gazepoint_aoi_dwell,roadmap-exact-backlog-helpers.R,"data, time_col = NULL, aoi_col = NULL, duration_col = NULL, group_cols = NULL, valid_col = NULL","(data, time_col=None, aoi_col=None, duration_col=None, group_cols=None, valid_col=None)",True,True,True,True,True
summarize_gazepoint_audit_trail,audit-trail-summary.R,"audit_index, by = NULL","(audit_index, by=None)",True,True,True,True,False
summarize_gazepoint_beat_corrections,beat-correction-audit.R,"correction, by = NULL","(correction, by=None)",True,True,True,True,True
summarize_gazepoint_eventlocked_multimodal,alignment-aoi-eventlocked-dashboard.R,"data, events, time_col = NULL, event_time_col = NULL, event_id_col = NULL, group_cols = NULL, signal_cols = NULL, pre_s = 1, post_s = 3, baseline_window_s = c(-1, 0), summary_window_s = c(0, 3)","(data, events, time_col=None, event_time_col=None, event_id_col=None, group_cols=None, signal_cols=None, pre_s=1, post_s=3, baseline_window_s=(-1, 0), summary_window_s=(0, 3))",True,True,True,True,True
summarize_gazepoint_export_inventory,dataset-structure-audit.R,"path, recursive = TRUE, include_hidden = FALSE, classify = TRUE","(path, recursive=True)",True,True,True,True,True
summarize_gazepoint_feature_coverage,release-readiness-audit.R,"path = ""."", exports = NULL, patterns = NULL","(path='.', exports=None, patterns=None)",True,True,True,True,True
summarize_gazepoint_fixations,pupil-gaze-cleaning.R,"fixDF, duration_col = NULL, x_col = NULL, y_col = NULL, participant_col = NULL, trial_col = NULL, aoi_col = NULL, group_cols = NULL, duration_unit = c(""auto"", ""seconds"", ""milliseconds"")","(fixDF, duration_col=None, x_col=None, y_col=None, participant_col=None, trial_col=None, aoi_col=None, group_cols=None, duration_unit='auto')",True,True,True,True,False
summarize_gazepoint_fixations_by_aoi,roadmap-final-gaps.R,...,"(*args, **kwargs)",True,True,True,True,False
summarize_gazepoint_missingness,frontdoor-audit-missingness.R,"data, signal_cols = NULL, time_col = NULL, group_cols = NULL, long_gap_s = NULL, count_nonfinite = TRUE","(data, signal_cols=None, time_col=None, group_cols=None, long_gap_s=None, count_nonfinite=True)",True,True,True,True,True
summarize_gazepoint_nonwear,signal-dropout-preprocessing.R,"nonwear, by = ""signal""","(nonwear, by='signal')",True,True,True,True,False
summarize_gazepoint_preregistration_readiness,preregistration-readiness.R,"audit, by = NULL","(audit, by=None)",True,True,True,True,True
summarize_gazepoint_pupil_events,roadmap-remaining-helpers.R,"data, events, pre = 1, post = 3, time_col = NULL, pupil_col = NULL, event_time_col = NULL, event_id_col = NULL, baseline_window = NULL, response_window = c(0, 3)","(data, events, pre=1, post=3, time_col=None, pupil_col=None, event_time_col=None, event_id_col=None, baseline_window=None, response_window=(0, 3))",True,True,True,True,True
summarize_gazepoint_qc_overview,session-quality-audit.R,"data, group_cols = NULL, quality_index_col = NULL, flag_cols = NULL, metric_cols = NULL","(data, group_cols=None, quality_index_col=None, flag_cols=None, metric_cols=None)",True,True,True,True,True
summarize_gazepoint_scanpath_metrics,roadmap-exact-backlog-helpers.R,"data, x_col = NULL, y_col = NULL, time_col = NULL, aoi_col = NULL, fixation_id_col = NULL, group_cols = NULL, min_saccade_distance = 0.02","(data, x_col=None, y_col=None, time_col=None, aoi_col=None, fixation_id_col=None, group_cols=None, min_saccade_distance=0.02)",True,True,True,True,False
summarize_gazepoint_scr_recovery,roadmap-remaining-helpers.R,"data, events, pre = 1, post = 6, time_col = NULL, signal_col = NULL, event_time_col = NULL, event_id_col = NULL, baseline_window = NULL, peak_window = c(0.5, 4), recovery_fraction = 0.5","(data, events, pre=1, post=6, time_col=None, signal_col=None, event_time_col=None, event_id_col=None, baseline_window=None, peak_window=(0.5, 4), recovery_fraction=0.5)",True,True,True,True,False
summarize_gazepoint_signal_quality,signal-quality-reporting.R,"quality, by = ""signal""","(quality, by='signal')",True,True,True,True,True
summarize_gazepoint_time_clusters,cluster-permutation.R,"x, alpha = NULL","(x, alpha=None)",True,True,True,True,True
summarize_gazepoint_tracking,roadmap-remaining-helpers.R,"data, pupil_cols = NULL, x_col = NULL, y_col = NULL, group_cols = NULL, screen_bounds = c(0, 1, 0, 1), nonpositive_is_invalid = TRUE","(data, pupil_cols=None, x_col=None, y_col=None, group_cols=None, screen_bounds=(0, 1, 0, 1), nonpositive_is_invalid=True)",True,True,True,True,False
sync_gazepoint_biometrics_with_gaze,sync.R,"biometrics, gaze, by, all_x = TRUE, suffixes = c("".gaze"", "".bio"")","(biometrics, gaze, by, all_x=True, suffixes=('.gaze', '.bio'))",True,True,True,True,True
sync_gazepoint_signals_via_lsl,mne-eeg-lsl-interoperability.R,"streams, reference = NULL, time_cols = NULL, clock_offsets_s = NULL, known_lags_s = NULL, relative_zero = c( ""reference"", ""global"", ""none"" ), dejitter = c(""none"", ""linear""), nominal_rates_hz = NULL, merge = c(""none"", ""nearest""), tolerance_s = NULL","(streams, reference=None, time_cols=None, clock_offsets_s=None, known_lags_s=None, relative_zero='reference', dejitter='none', nominal_rates_hz=None, merge='none', tolerance_s=None)",True,True,True,True,True
test_gazepoint_hrv_nonlinearity,hrv-surrogate-nonlinearity.R,"dat, ibi_col = ""IBI"", group_cols = NULL, metric = c( ""sample_entropy"", ""approximate_entropy"", ""sd1_sd2_ratio"" ), n_surrogates = 99, surrogate_method = c( ""phase_randomized"", ""shuffle"" ), m = 2, r_multiplier = 0.2, statistic_fun = NULL, seed = NULL","(dat, ibi_col='IBI', group_cols=None, metric='sample_entropy', n_surrogates=99, surrogate_method='phase_randomized', m=2, r_multiplier=0.2, statistic_fun=None, seed=None)",True,True,True,True,False
trim_gazepoint_biometrics_pspm_style,pspm-style.R,"data, start_s = NULL, end_s = NULL, time_col = NULL, reset_time = FALSE","(data, start_s=None, end_s=None, time_col=None, reset_time=False)",True,True,True,True,True
upsample_gazepoint_data,signal-dropout-preprocessing.R,"data, time_col, signal_cols = NULL, group_cols = NULL, interval = NULL, method = c(""linear"", ""constant"")","(data, time_col, signal_cols=None, group_cols=None, interval=None, method='linear')",True,True,True,True,False
validate_gazepoint_biometrics,validate.R,"data, require_active_signal = FALSE","(data, require_active_signal=False)",True,True,True,True,True
validate_gazepoint_format,roadmap-compatibility-aliases.R,"data, required_cols = NULL, optional_cols = NULL, expected_modalities = NULL, standardize = FALSE, strict = FALSE, ...","(data, required_cols=None, optional_cols=None, expected_modalities=None, standardize=False, strict=False, **kwargs)",True,True,True,True,True
validate_gazepoint_gaze,roadmap-final-gaps.R,"data, time_col = NULL, x_col = NULL, y_col = NULL, validity_cols = NULL, group_cols = NULL, coordinate_system = c(""auto"", ""normalized"", ""pixels"", ""degrees""), screen_width_px = NULL, screen_height_px = NULL, time_unit = c(""auto"", ""seconds"", ""milliseconds"", ""samples""), sampling_rate_hz = NULL, expected_sampling_rate_hz = NULL, sampling_tolerance = 0.20, missing_threshold = 0.20, gap_multiplier = 3","(data, time_col=None, x_col=None, y_col=None, validity_cols=None, group_cols=None, coordinate_system='auto', screen_width_px=None, screen_height_px=None, time_unit='auto', sampling_rate_hz=None, expected_sampling_rate_hz=None, sampling_tolerance=0.2, missing_threshold=0.2, gap_multiplier=3)",True,True,True,True,True
validate_gazepoint_metadata,pupil-qc-reporting.R,"data, required_cols = character(), expected_cols = character(), id_cols = NULL, time_col = NULL, unique_cols = NULL, allow_missing_ids = FALSE","(data, required_cols=(), expected_cols=(), id_cols=None, time_col=None, unique_cols=None, allow_missing_ids=False)",True,True,True,True,True
write_gazepoint_biometrics_report_tables,report_table_export.R,"tables, output_dir, prefix = ""gazepoint_biometrics"", overwrite = TRUE, include_empty_message_tables = FALSE","(tables, output_dir, prefix='gazepoint_biometrics', overwrite=True, include_empty_message_tables=False)",True,True,True,True,True
write_gazepoint_decision_log,analysis-decision-log.R,"log, path, summary_path = NULL, overwrite = FALSE","(log, path, summary_path=None, overwrite=False)",True,True,True,True,True
write_gazepoint_export_profile,export-folder-profile.R,"profile, path, prefix = ""gazepoint_export_profile"", overwrite = FALSE","(profile, path, prefix='gazepoint_export_profile', overwrite=False)",True,True,True,True,True
write_gazepoint_interoperability_audit,interoperability-version-testing.R,"x, output_dir, prefix = ""gpbiometrics-interoperability"", overwrite = FALSE","(x, output_dir, prefix='gpbiometrics-interoperability', overwrite=False)",True,True,True,True,True
write_gazepoint_mne_fif,roadmap-final-gaps.R,"x, fname, events = NULL, overwrite = FALSE, fmt = c(""single"", ""double""), python = NULL, execute = TRUE, keep_intermediate = FALSE, verbose = FALSE, ...","(x, fname, events=None, overwrite=False, fmt='single', python=None, execute=True, keep_intermediate=False, verbose=False, **kwargs)",True,True,True,True,True
write_gazepoint_real_data_smoke,real-data-smoke-harness.R,"x, output_dir, prefix = ""gpbiometrics-real-data-smoke"", overwrite = FALSE, protect_repository = TRUE","(x, output_dir, prefix='gpbiometrics-real-data-smoke', overwrite=False, protect_repository=True)",True,True,True,True,True
